es_id,final_decision,manual_note,review_batch,evidence_basis,evidence_source_url
Westminster-22_03944_OBS,EXCLUDE,first_pass_retained,original_304,application_description,
Hammersmith_&_Fulham-2022_00809_FUL,INCLUDE,first_pass_retained,original_304,application_description,
Islington-P2023_2412_FUL,INCLUDE,additional_evidence_confirms_eligibility,original_304,pld_structured_fields_and_or_official_lpa_record,
Hammersmith_&_Fulham-2021_03131_FUL,EXCLUDE,first_pass_retained,original_304,application_description,
Kensington_&_Chelsea-PP_23_03269,INCLUDE,first_pass_retained,original_304,application_description,
Waltham_Forest-222008,EXCLUDE,first_pass_retained,original_304,application_description,
Lewisham-DC_22_125167,EXCLUDE,first_pass_retained,original_304,application_description,
City_of_London-23_01328_OBS,EXCLUDE,first_pass_retained,original_304,application_description,
Haringey-HGY_2021_2685,UNRESOLVED,insufficient_evidence_after_adjudication,original_304,description_pld_and_available_official_evidence_insufficient,
Haringey-HGY_2022_0667,UNRESOLVED,insufficient_evidence_after_adjudication,original_304,description_pld_and_available_official_evidence_insufficient,
Hammersmith_&_Fulham-2022_00804_FUL,INCLUDE,first_pass_retained,original_304,application_description,
Waltham_Forest-230958,EXCLUDE,first_pass_retained,original_304,application_description,
Hammersmith_&_Fulham-2021_02076_FUL,INCLUDE,first_pass_retained,original_304,application_description,
Hammersmith_&_Fulham-2023_00003_FUL,INCLUDE,first_pass_retained,original_304,application_description,
Westminster-22_06777_P3JPA,INCLUDE,first_pass_retained,original_304,application_description,
Waltham_Forest-240081,EXCLUDE,first_pass_retained,original_304,application_description,
Hammersmith_&_Fulham-2021_02874_FUL,INCLUDE,first_pass_retained,original_304,application_description,
Waltham_Forest-230686,EXCLUDE,first_pass_retained,original_304,application_description,
Wandsworth-2023_2025,INCLUDE,first_pass_retained,original_304,application_description,
Greenwich-22_1077_F,EXCLUDE,first_pass_retained,original_304,application_description,
Barnet-22_3620_FUL,EXCLUDE,first_pass_retained,original_304,application_description,
Greenwich-22_0001_F,EXCLUDE,first_pass_retained,original_304,application_description,
Hammersmith_&_Fulham-2022_01882_FUL,INCLUDE,first_pass_retained,original_304,application_description,
Hammersmith_&_Fulham-2023_00727_FUL,INCLUDE,first_pass_retained,original_304,application_description,
Hammersmith_&_Fulham-2022_00578_FUL,INCLUDE,first_pass_retained,original_304,application_description,
Hammersmith_&_Fulham-2023_03164_FUL,INCLUDE,first_pass_retained,original_304,application_description,
Hammersmith_&_Fulham-2023_01993_FUL,INCLUDE,first_pass_retained,original_304,application_description,
Hillingdon-1331_APP_2022_2553,EXCLUDE,redevelopment_new_build_only,original_304,pld_structured_fields_and_official_lpa_record,
Havering-J0038.21,INCLUDE,additional_evidence_confirms_eligibility,original_304,pld_structured_fields_and_or_official_lpa_record,
Havering-J0009.22,INCLUDE,first_pass_retained,original_304,application_description,
Hillingdon-77708_APP_2022_3645,EXCLUDE,first_pass_retained,original_304,application_description,
Greenwich-22_3420_F,EXCLUDE,first_pass_retained,original_304,application_description,
Croydon-21_04116_FUL,EXCLUDE,first_pass_retained,original_304,application_description,
Croydon-22_04328_FUL,EXCLUDE,no_clear_existing_commercial_to_c3_component,original_304,pld_structured_fields,
City_of_London-23_01205_FULL,INCLUDE,first_pass_retained,original_304,application_description,
Sutton-DM2023_01721,EXCLUDE,first_pass_retained,original_304,application_description,
Camden-2022_4337_L,EXCLUDE,secondary_lbc_only,original_304,official_lpa_record,
Redbridge-4521_21,INCLUDE,first_pass_retained,original_304,application_description,
Sutton-DM2023_01097,EXCLUDE,first_pass_retained,original_304,application_description,
Newham-23_00629_FUL,EXCLUDE,first_pass_retained,original_304,application_description,
Wandsworth-2022_1694,EXCLUDE,first_pass_retained,original_304,application_description,
Havering-P1765.23,EXCLUDE,first_pass_retained,original_304,application_description,
Kensington_&_Chelsea-PP_23_08479,INCLUDE,first_pass_retained,original_304,application_description,
Merton-22_P3718,INCLUDE,first_pass_retained,original_304,application_description,
Croydon-22_01082_FUL,INCLUDE,first_pass_retained,original_304,application_description,
Tower_Hamlets-PA_22_02491_A1,INCLUDE,first_pass_retained,original_304,application_description,
Brent-21_4347,INCLUDE,first_pass_retained,original_304,application_description,
Camden-2022_3721_P,INCLUDE,first_pass_retained,original_304,application_description,
Westminster-23_00878_FULL,EXCLUDE,first_pass_retained,original_304,application_description,
Wandsworth-2024_0700,EXCLUDE,first_pass_retained,original_304,application_description,
Bromley-22_01926_FULL3,INCLUDE,first_pass_retained,original_304,application_description,
Lewisham-DC_22_125897,EXCLUDE,first_pass_retained,original_304,application_description,
Richmond-22_0110_FUL,INCLUDE,first_pass_retained,original_304,application_description,
Richmond-22_0109_FUL,INCLUDE,first_pass_retained,original_304,application_description,
Bromley-21_05098_CUETC3,INCLUDE,first_pass_retained,original_304,application_description,
Croydon-22_02476_GPDO,INCLUDE,first_pass_retained,original_304,application_description,
Haringey-HGY_2023_3336,EXCLUDE,first_pass_retained,original_304,application_description,
Ealing-224843FUL,INCLUDE,first_pass_retained,original_304,application_description,
Ealing-232605FUL,INCLUDE,first_pass_retained,original_304,application_description,
Hillingdon-28301_APP_2022_2205,INCLUDE,first_pass_retained,original_304,application_description,
Hillingdon-28301_APP_2022_2206,EXCLUDE,first_pass_retained,original_304,application_description,
Lambeth-22_03435_FUL,EXCLUDE,first_pass_retained,original_304,application_description,
Haringey-HGY_2022_0823,EXCLUDE,first_pass_retained,original_304,application_description,
Lambeth-22_00277_P3MA,INCLUDE,first_pass_retained,original_304,application_description,
Lambeth-23_00704_P3MA,INCLUDE,first_pass_retained,original_304,application_description,
Lambeth-22_03216_P3MA,INCLUDE,first_pass_retained,original_304,application_description,
Sutton-DM2022_00569,INCLUDE,first_pass_retained,original_304,application_description,
Kensington_&_Chelsea-PP_22_02392,INCLUDE,first_pass_retained,original_304,application_description,
Kensington_&_Chelsea-PP_22_03115,EXCLUDE,first_pass_retained,original_304,application_description,
Hackney-2022_0438,INCLUDE,first_pass_retained,original_304,application_description,
Ealing-215270FUL,EXCLUDE,first_pass_retained,original_304,application_description,
Brent-22_3487,INCLUDE,first_pass_retained,original_304,application_description,
Lewisham-DC_23_133922,EXCLUDE,first_pass_retained,original_304,application_description,
Waltham_Forest-220253,INCLUDE,first_pass_retained,original_304,application_description,
Waltham_Forest-220973,INCLUDE,first_pass_retained,original_304,application_description,
Ealing-234110OUT,EXCLUDE,first_pass_retained,original_304,application_description,
Kensington_&_Chelsea-PP_24_00951,UNRESOLVED,insufficient_evidence_after_adjudication,original_304,description_pld_and_available_official_evidence_insufficient,
Greenwich-22_2202_F,EXCLUDE,first_pass_retained,original_304,application_description,
Tower_Hamlets-PA_23_02325_A1,EXCLUDE,first_pass_retained,original_304,application_description,
Hammersmith_&_Fulham-2022_00031_FUL,INCLUDE,mixed_scheme_valid_commercial_to_c3_component,original_304,pld_structured_fields_and_application_description,
Barnet-23_0055_FUL,UNRESOLVED,"The proposal converts/alters an existing building and clearly provides C3 above Class E ground/basement, but the existing use of the upper floors that become C3 is not stated. A commercial→C3 conversion cannot be proved.",delta_420,Description + application metadata + targeted council/official-record cross-check.,https://publicaccess.barnet.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=RO2N87JIFUX00
City_of_London-24_00161_OBS,EXCLUDE,"Application identity/metadata shows a consultation, companion or other non-substantive/follow-up record rather than an independent substantive application.",delta_420,Application identity/number/description + source metadata.,
Hackney-2024_0513,EXCLUDE,"Neighbour/other-authority consultation, notification or formal-observations record; not the determining authority's substantive application.",delta_420,Application identity/number/description + source metadata.,
Richmond-23_3371_FUL,INCLUDE,Existing Class E basement/other existing floorspace is explicitly part-converted to ancillary C3 residential floorspace; added levels do not remove the qualifying conversion component.,delta_420,Description-led validation + application identity/source metadata.,
Tower_Hamlets-PA_24_00184_A1,EXCLUDE,The retained/conversion element is hospital/institutional rather than a qualifying commercial origin; the C3 component therefore does not establish commercial→C3 conversion.,delta_420,Description-led validation + application identity/source metadata.,https://development.towerhamlets.gov.uk/online-applications/applicationDetails.do?keyVal=DCAPR143238&activeTab=summary
Brent-21_4041,INCLUDE,"All four rules are satisfied: a substantive application identifies existing commercial/service floorspace being changed to ordinary C3 residential use. Extensions/new-build elements, where present, are additional to rather than a substitute for the qualifying conversion.",delta_420,Description-led validation + application identity/source metadata.,https://pa.brent.gov.uk/online-applications/applicationDetails.do?keyVal=DCAPR_157590&activeTab=summary
Brent-22_4002,INCLUDE,"All four rules are satisfied: a substantive application identifies existing commercial/service floorspace being changed to ordinary C3 residential use. Extensions/new-build elements, where present, are additional to rather than a substitute for the qualifying conversion.",delta_420,Description-led validation + application identity/source metadata.,https://pa.brent.gov.uk/online-applications/applicationDetails.do?keyVal=DCAPR_162783&activeTab=summary
Croydon-23_01654_FUL,INCLUDE,"All four rules are satisfied: a substantive application identifies existing commercial/service floorspace being changed to ordinary C3 residential use. Extensions/new-build elements, where present, are additional to rather than a substitute for the qualifying conversion.",delta_420,Description-led validation + application identity/source metadata.,
Ealing-223182FUL,UNRESOLVED,"Conversion of first/second floors to a C3 unit is clear, but the existing use of those floors is not stated; commercial origin cannot be established reliably.",delta_420,Description-led validation + application identity/source metadata.,https://pam.ealing.gov.uk/online-applications/PLAN/223182FUL;
Enfield-24_00071_FUL,INCLUDE,"All four rules are satisfied: a substantive application identifies existing commercial/service floorspace being changed to ordinary C3 residential use. Extensions/new-build elements, where present, are additional to rather than a substitute for the qualifying conversion.",delta_420,Description-led validation + application identity/source metadata.,
